# <C_{\ell}^{kg}>_MC averaged over MC simulations
1.900000000000000000e+01 1.846069923772324004e-08
3.900000000000000000e+01 7.699379549494799814e-08
5.900000000000000000e+01 -7.819057796902980165e-09
7.900000000000000000e+01 1.326232598476585396e-08
9.900000000000000000e+01 -1.891180173027001826e-08
1.190000000000000000e+02 5.157656082509730978e-09
1.390000000000000000e+02 -1.753035540691571757e-09
1.590000000000000000e+02 -9.918339146256497808e-09
1.790000000000000000e+02 -7.278552284266898775e-09
1.990000000000000000e+02 -6.463009359766124650e-09
2.190000000000000000e+02 6.117798048392901297e-09
2.390000000000000000e+02 8.159851204672427786e-09
