# Each row is C_{\ell}^{kg} between 2MPZ map and 100 Planck simulations 2015
8.442469238318104562e-07 -1.221100795136235953e-07 -1.755805555704969289e-07 -6.825936674505470029e-08 -1.242560296102837945e-07 5.914572647227374581e-08 8.464611504333793385e-08 -6.694918613176161223e-08 2.293522062806989837e-08 -5.504625835707398326e-08 -2.380712440165167055e-08 6.747056988383054074e-08
-2.882224548328039890e-07 -3.459461768032896209e-07 3.935066750307326484e-08 -4.238988205355024333e-08 -1.276956854160670600e-07 5.408997882928123727e-08 8.421898299262411566e-08 3.094668180237616590e-08 1.188697992349724590e-08 -5.427978803109120352e-08 6.310510686325457679e-08 -8.779410146830951575e-08
1.353759087944670002e-06 -8.438037204293148575e-08 -2.257325198457541948e-07 -9.458732625296277978e-08 -1.201917127442904012e-07 -8.796896127217728479e-08 4.118917216159836943e-08 -1.050378561806020731e-07 -4.628388685050933206e-08 4.598154727120334548e-08 -1.639645413588796959e-08 -2.258427693247440231e-08
9.934520833346917590e-07 1.336913659391182695e-07 -3.096956226165499101e-07 3.949948596707574788e-08 1.916441805022710376e-09 -8.364937040044398663e-08 -9.833736586410636828e-08 -1.316222289977593555e-07 4.587585712234180499e-09 -1.021456907460734168e-07 9.300592859691659449e-08 -3.653623661525421275e-08
-4.360823697168942646e-07 -9.204865951622232362e-08 7.770729847446326007e-08 3.040724075780762617e-07 -1.522779088123755016e-07 -3.425190453800342913e-08 4.009252031039673852e-08 6.075731715265346012e-08 -4.838983533889924758e-08 -4.240147104041419174e-09 6.662659716753289853e-08 -3.767950384992212466e-08
-4.604927345892554310e-08 -1.666191508385020345e-07 5.094637686235078948e-08 1.507865832962697397e-07 -2.523658865098830050e-07 1.116759793031899412e-07 2.714952532707067418e-08 -1.045569949790163845e-09 8.162571999778552094e-08 -9.403216189949078913e-08 -3.602519236774019610e-08 -6.421003268951343374e-08
5.436409400171209030e-07 1.511093158321154244e-08 3.650181034299598231e-07 1.619036250540085757e-07 -1.009243654311050797e-07 -1.717496686452855805e-07 2.262733192623639520e-07 -2.751301217803914239e-08 -6.127854968155535404e-08 2.492584482227683531e-08 8.990274694686844871e-09 -2.362527506199749439e-08
-1.727105667668690653e-06 -2.231531965574761002e-08 2.329047390170925818e-07 -3.775350827966967621e-08 -8.120559264501340062e-08 4.938914147397451914e-08 9.451518681119717630e-08 -7.630280570285271863e-08 6.784297293084303094e-08 -4.631670533060055824e-08 1.553758700061823407e-07 1.520791416347615640e-08
2.479179795711115810e-07 7.062448734439191395e-08 -1.142998511820895710e-07 -8.257408959117439071e-08 -5.174113826828310537e-08 8.324126326188801421e-08 3.907082385268645485e-08 -2.750067646016945058e-08 -4.994491752008551367e-08 -1.150094521587838098e-07 -2.791254643822212024e-09 -4.062455613180040337e-08
6.708064133836903286e-07 5.811843963866253088e-07 -2.090205201763012344e-07 9.874584680699203238e-08 9.090821396593878477e-08 -7.244923234506078335e-09 -1.124610215382016381e-07 7.002972134286194955e-08 8.077697994729034030e-09 -1.398470405915785118e-07 -1.511545364769642429e-08 5.473689804567659211e-08
8.728441005910459547e-07 -1.317711407033642587e-08 -2.402794257483604483e-07 -8.503772517998900076e-08 6.893471484735080598e-08 -1.718372614165242159e-07 -7.024637863710156253e-08 -1.397667627541218308e-08 -8.166573074183190996e-09 3.169042905768752528e-08 2.281826763052841954e-08 2.853117838788502984e-08
-7.015578240446596911e-07 -4.667523601981349346e-07 3.312643619335434994e-08 9.249548306397474466e-09 2.158559984122323358e-11 1.677253166962550305e-07 9.562147615969927351e-08 1.127239630208633832e-07 -4.292814769752432263e-08 5.861589919434019984e-08 7.613951624050614802e-08 -5.718716471235139379e-08
2.907583186646407579e-08 -3.009239588252715409e-07 2.825771142457609647e-08 -3.755285017847366422e-08 -1.111577570555863259e-07 -4.413875177739071137e-08 1.875251425296808492e-07 3.318755969443211435e-08 2.677991197697424709e-08 3.141994585958362480e-08 -8.597947309674765364e-08 -5.864050765716346503e-08
1.851210588094845065e-06 3.814889547638402572e-07 -1.189426278529438263e-07 3.042035259395405781e-08 -4.259080065003411210e-09 -9.255146727433748692e-08 2.147426571065409745e-08 -1.410313818469151499e-07 5.992478954497184418e-08 -3.040530805296681533e-08 1.581067096287553468e-08 2.660983147499254976e-09
-5.298528489114367312e-07 4.556952635478388408e-07 8.235321034997525046e-08 2.838698887880823435e-07 -4.964224325076269754e-10 -1.231972253880456920e-08 -4.645879298932511128e-08 -3.429874783600433959e-09 -2.612417901864725532e-08 1.497667406895724375e-07 -6.138719111685867418e-08 -7.073322094544669393e-08
-8.594540582395514919e-07 1.101668298270433186e-08 2.927639171439703524e-07 -1.149319267548383171e-07 -1.063428134046151630e-08 -1.389803169581117719e-08 -1.204795290986370823e-07 1.881664986464990870e-08 -9.958769479834995346e-09 -7.710086859239288095e-08 -9.267784121615631979e-08 3.597357354931219000e-08
3.354531803388359403e-07 3.207651309002745224e-07 -2.653091472962231058e-07 2.085786668693563258e-07 1.451109225137203637e-07 -1.056177007229468724e-08 -1.148156419185868846e-07 9.269389917078073858e-09 -9.472345474207041085e-08 2.147638164342107518e-08 3.150788908269239979e-08 1.011796402845388326e-08
-9.621737422703554608e-07 2.029766768339840814e-07 7.832031347172490355e-08 2.203915337032378076e-07 1.050869587974273790e-08 -2.035133337982987421e-07 7.580158060560284640e-08 -4.334581636010286638e-08 4.399156216670594447e-08 -1.036294039929790142e-07 9.710898503679454022e-08 -1.071615391233384946e-08
-1.247741929443529623e-06 4.137163462366400494e-07 -1.108749370039699789e-07 1.109723467453737144e-07 -4.677491065657486075e-08 6.220884673385834261e-08 2.477497827350849188e-08 -6.549897344581511002e-08 5.610846349729837095e-08 6.004738294775335928e-10 1.150872190780339331e-08 -7.499861204384257507e-08
-1.565334468670307526e-07 5.068012872170828664e-07 -2.842856822554450926e-07 -1.491143928582317157e-07 -4.252534927260116998e-08 -1.299343089191935795e-08 -1.475655689362734076e-07 -1.029196914969248506e-07 9.352456635644958209e-08 7.948539039940181483e-08 6.755050588836115205e-08 3.344611218749561644e-08
5.355742976436027854e-07 -5.585076498894805588e-07 1.399936944045984472e-07 -1.847864478794239418e-07 6.200417736494581033e-08 1.101549180965821540e-07 -3.503519792352821047e-08 3.689490896764086776e-08 -7.634653847741317374e-08 1.367380917631550357e-07 5.360269584220123211e-08 6.600923577182802636e-08
-4.060978864547014453e-07 -1.147760383724675982e-07 3.894028901558215649e-08 1.771980292627983996e-07 -9.190494442061862512e-08 9.404769199552923163e-08 4.017733372981068124e-08 2.723774392154032400e-08 2.981435379894952209e-08 1.592432845649262136e-09 1.689594679521054895e-08 1.399961523474405342e-08
8.655199223388189680e-07 7.027734684654913695e-07 9.496599846184825898e-08 -4.416316363607893396e-08 -6.243557596352919771e-08 2.332633035361771261e-08 -1.127926786346504268e-08 -9.017554119630680957e-08 4.227207682238422299e-08 -1.853090262469996483e-08 -4.557621084925336940e-08 -3.276465824350978242e-08
8.502283422034687802e-07 2.652338505025161559e-07 6.149865143264258353e-08 2.017174708323225160e-07 -1.898694271284489712e-08 8.104215234325847481e-08 1.859622627657819325e-08 -2.310095766158129629e-08 1.796476168642814043e-09 7.385200164620524262e-08 -9.710768834520787222e-08 -2.552391857158096397e-08
-7.140170367210389590e-09 4.177618763967687935e-07 2.843705259273562842e-07 1.969965084488667560e-07 -4.889776918704416592e-08 -1.837324450713799164e-08 6.229854164335476631e-08 -5.067246361320742171e-08 -7.690569639113527386e-08 -3.514613137976542155e-09 1.203926514165748957e-07 1.019916527975159695e-08
-2.294108461856093760e-08 -3.273691288147457049e-07 -1.573001941888764371e-07 -1.111564220357661003e-08 -6.053396337964142699e-08 2.730841807778306498e-08 9.477052248763237637e-08 -8.654718787978643158e-08 3.912078611179283906e-08 1.464040995325277184e-08 -7.273939857228629798e-08 -2.663897513687138540e-08
-4.400841996335255270e-07 5.760873558970645029e-08 2.329367758616504539e-07 -8.311767440267816497e-08 5.927231040592445546e-08 -4.257603597430928733e-08 -1.463051437669692769e-07 1.240953475622413677e-08 -1.354378814539505163e-07 4.153085982999712400e-08 1.151930490396368111e-07 1.188968670493676641e-07
1.516221439948385508e-07 4.191004860115919934e-08 -1.628546694190761434e-07 1.075445323878745887e-08 -1.452750357542788725e-07 -7.961894235941574110e-08 2.916015200781534788e-08 3.298632336613903296e-08 -2.815919645643521186e-08 1.242945205942836311e-07 -6.419347724375075660e-09 -5.112755504589677643e-09
-4.040299704308612510e-07 1.674139112059990092e-07 -1.784095416701554710e-08 -3.050811748381512243e-07 8.409270831269889860e-08 -5.914502620437759495e-08 -7.180961422888185009e-08 1.222477380811035963e-08 -3.939644849399432785e-08 -1.155447870664953570e-07 -5.064281145041987609e-08 6.187058489372473686e-08
7.782551039439722742e-07 -9.154383535154204530e-08 7.488345716122819487e-08 -8.263164438351765950e-08 -8.677424829517184411e-09 -1.476713607613508082e-07 -1.823235422462867060e-07 5.621964029173048780e-09 1.448381756612259984e-09 -3.820573248557959549e-08 -2.676023676343236554e-08 -4.828049025002305301e-08
-9.206769473382556715e-08 5.141131276227735133e-07 1.911326598372658918e-07 -3.356127647602120105e-08 9.802601420577636268e-08 1.936096393972330796e-07 8.800570923788410177e-09 9.310286393600494653e-08 7.361662603414296828e-08 8.699413117079266958e-08 5.465332116750560054e-09 -1.824184977271573263e-08
-3.259897764880278835e-07 -7.760491148324025769e-08 -1.951382445422718909e-07 -2.741251920461864662e-08 -2.944449436526809982e-08 -1.671887574206915602e-07 -1.015706277433040487e-07 -2.260951247352225009e-08 9.774130597109474901e-08 -1.177207958893513849e-07 -7.763781829180343101e-08 1.116443287288132096e-09
2.206718921723538779e-07 -2.934250328183085105e-08 2.966281729798122600e-07 1.709510009070817664e-07 2.975854503982692260e-08 1.042202090320360235e-07 -1.031658049647294748e-07 -1.284624170589732724e-07 1.171183861018475866e-07 -5.194305123298034657e-08 -2.328244087354412321e-08 6.876203297782599382e-09
3.751291792915011323e-07 6.670182484035938060e-08 -1.077145099645587962e-07 2.899553510344622840e-07 -7.256916618645253144e-08 1.439175594784213813e-07 -1.530296114859155111e-08 -7.343815536276315989e-08 -8.852254798471860529e-08 -6.082754844549026387e-09 1.215176865704477312e-08 6.441069662879545357e-08
-8.802366456962366827e-08 3.815850515359889610e-07 -6.244791722099353738e-08 -1.382246719484353969e-07 1.191614313368697735e-07 -1.237576407915431272e-08 -2.773521875474704655e-08 -5.882347829767013858e-08 1.994227484047026385e-08 3.510404156645359884e-08 1.404863902084090057e-07 -8.523616721504983995e-08
-6.597533728344386968e-07 -1.234565467855236902e-08 -7.467349653167111526e-08 2.188155894781870870e-07 -2.065998052878455830e-08 -8.108094410690634959e-08 -1.543404932993166473e-07 7.049633289498728713e-09 -3.460240203468985403e-08 4.169761188977966167e-08 6.380873625347460554e-09 -3.646976012284102391e-08
1.438601928348265746e-08 5.827727457952749739e-07 -4.634740912728926520e-07 1.181444699899565317e-07 -2.757054753948329953e-07 1.949271240877227378e-07 9.987858881696541331e-08 6.360231696509401162e-08 6.716547137267913852e-08 -4.202559021478187006e-08 -5.070168174097219541e-09 6.675646518716608938e-08
1.250359025309239491e-06 1.994469533309916708e-08 4.402849753840650573e-08 -1.605585290233082960e-07 -2.934758759077054376e-08 1.643602217342755557e-07 -1.173989813608779919e-07 -6.600727434576608000e-08 7.672132993809673635e-08 -1.187764132816576921e-07 2.507411142775770892e-08 3.224050876914993467e-08
7.333562704783483235e-07 -2.524037292865915176e-07 7.419891150479335760e-08 1.485358221850286467e-07 1.718358840878111450e-07 1.160485157174113332e-07 -1.545688514408113525e-07 8.779151253235402619e-08 -4.386844878891835755e-08 -8.501955342480091580e-08 2.256890792303654055e-08 -3.382972895701904238e-08
4.215747713089398401e-07 3.000414764178419213e-07 1.825427890707371220e-07 -1.882991798645879946e-07 -3.003869201642010718e-08 -1.843141645890864517e-08 -2.287304550705670628e-08 -5.091501590075923906e-08 -5.405401999555250983e-08 -2.446471770777400093e-08 3.401464246203195729e-08 -3.334186578207746223e-09
-4.261961028541819976e-07 -2.326314688850027780e-07 -1.339751775000114240e-07 8.912375972129040046e-08 2.671802971948001670e-08 4.212355486569317305e-08 5.019950681008964584e-08 -1.322993212900172110e-07 6.906099941102340079e-10 2.395936829301522697e-08 1.443805017392893744e-09 7.016361505443373708e-08
-5.928670107184528636e-07 2.830614728243012705e-07 -9.768556787611844035e-08 -2.064112547378685614e-07 -9.128191913917010103e-09 1.424296624111464610e-07 -3.416603333467492361e-08 4.040630374426226633e-08 -8.044432268022128853e-08 1.662520118484806446e-07 4.646738291647666331e-08 7.208130460064216665e-08
-6.788762841158276476e-07 7.101742155636462720e-07 -9.832933188778726538e-08 -1.720995653807341856e-07 3.345156237668541168e-08 -4.381996333313606904e-08 6.180392816374770025e-08 -1.169215204833473727e-07 -1.228127856964364816e-08 7.639078858471012824e-10 -7.456677182686061780e-08 8.027868043187397456e-10
7.387694880237868948e-07 4.684509183217634486e-07 -1.360141600480440405e-07 1.096830283696465935e-07 4.903180136220959013e-09 1.034002191361603211e-07 9.053022435931963739e-09 -2.204440759423282030e-08 7.874802263702765689e-08 -6.449777929603852322e-08 3.428074235964000337e-08 1.078148625637502081e-07
6.650197625585428349e-07 -9.230580442495064257e-07 -6.078432517904489587e-08 8.960581015663178491e-08 -4.254412005959593340e-08 5.442957053611192167e-08 8.010071338838843067e-08 -3.058607257011585709e-08 -5.521322426441457409e-08 -1.392408764831623759e-08 2.420014634843468342e-10 7.161194051751324214e-08
-4.124878212966899591e-08 5.357805339575648294e-08 3.547697384926280050e-07 -1.346939553061230777e-07 -1.061475429759465823e-07 -1.102781740901406763e-07 3.412187545887886430e-08 -2.338565743842259412e-07 -4.470959772625174188e-08 4.573634103213176429e-08 -1.191732382673404934e-07 1.148755645363457843e-07
-4.980778757494493964e-07 -1.125861048419500678e-07 2.166080882770869016e-07 1.016773505731999441e-07 -6.068914823972938484e-08 -1.249558442345915325e-07 -2.096464567505756706e-09 1.624623633780721856e-07 3.078025915799797698e-08 -1.254254140395658547e-07 -4.915750216836057913e-08 -6.559428747212328106e-09
4.812710900708239230e-07 -3.056914296761382022e-07 2.007978291898092682e-07 3.746816273095774958e-08 -7.354207752984222896e-08 -1.648952466606607255e-07 6.433714119499657737e-08 9.979159545140299303e-08 -8.092204758909185368e-08 -4.059824848029794791e-09 -6.406455919718004538e-08 -6.223226406886113406e-08
-5.597774018662023575e-07 -3.452285888041447458e-07 2.850307160419698557e-08 1.416696969902159853e-07 -1.190426010773689534e-07 -5.461173018607303427e-08 -2.898206125486796606e-08 -2.967282731586482449e-08 -5.867879866491603022e-09 4.376155137397416921e-08 -4.645285160159220171e-08 5.128313341304120996e-09
1.760341791850458491e-07 7.231162158468596898e-07 4.734440053524782613e-07 -9.458172403276577305e-08 -1.239927508286763506e-07 1.192470300273966043e-07 -2.728857963333356091e-08 3.283482424020300544e-08 2.376764544459617641e-09 -6.174419073917121709e-08 -4.936163215837683484e-08 -6.283280413450567677e-08
2.650879609713324497e-07 4.458348386826544409e-07 2.349849654792645707e-07 1.801676079889821757e-07 8.992727775948012199e-08 -7.294239023099609298e-08 2.552936396653270840e-09 1.324738114466845998e-07 -7.060397012299909537e-08 8.116461362188253547e-08 6.357484424280661504e-08 8.170043180357128846e-08
-1.286168576443216982e-06 -1.967687255751456828e-07 1.847741154095157115e-07 -1.194883821338925894e-07 -5.884063445994126576e-08 1.012328942050977156e-07 7.060534886368838872e-08 -1.542409512020985726e-08 -4.073802500999039157e-08 -7.977191589836559952e-09 3.190394166293173582e-08 8.777890924332560181e-08
-7.166656056566327683e-07 -5.425920844118324806e-07 -2.999599277626219257e-07 -2.726282152354316994e-08 -1.236879085087711886e-09 1.505204096153329891e-07 6.094006755684642762e-08 -1.302206368507818902e-08 5.356786686552820012e-08 -1.100985284187107202e-08 -1.990249675060495159e-09 -1.941115605741445048e-07
-1.089915160777078058e-06 3.303606838890880182e-07 -7.674518126060208544e-08 1.176374135157842481e-07 -5.413268503853822686e-08 3.808773452644510288e-08 1.343375766932420641e-07 7.013930765218894479e-08 -7.118431803897857636e-08 3.259980719063140417e-08 -3.737645480224267626e-09 -6.080851793800405449e-08
-2.921460714109163494e-07 2.877248779730326396e-07 1.014347327377317780e-07 -4.281371533998917222e-08 1.577522473774797479e-07 -9.942735519858623743e-08 3.590157230417645356e-09 8.612026892042689527e-08 3.349257649709498127e-08 5.159156149642386713e-08 -2.028385224719372515e-08 -8.815680191919781770e-08
-3.790577852812127344e-07 -3.560507260224324518e-07 -6.162039673941588835e-08 3.421947813568752840e-08 3.835462547158639202e-08 -5.388761383284601053e-08 2.740512201299870797e-07 9.115450213888054580e-08 1.081562063231562103e-08 8.179883020823037985e-08 6.714013817154300705e-08 9.380667328641764563e-08
-1.721838341719660403e-07 -3.452839218480298137e-07 -7.838345228519172475e-08 2.046061130290588538e-07 -6.138025424559955154e-08 2.706406734801307790e-07 2.111385917190950999e-07 1.122898789169788923e-07 -5.930777009239544930e-08 -5.731027920159294273e-08 4.201447410943778384e-09 1.562175663556497556e-08
5.413868766712583138e-07 -2.131333303048506908e-07 3.322293285633402276e-07 -6.868304858414356235e-08 4.447171075435950559e-08 -1.248418306112672606e-09 1.075201024988995194e-07 -1.485597663901648447e-09 -1.365649522296217814e-07 8.077694050552755687e-08 -6.669870710116530376e-08 2.887702296262367378e-08
8.125028416992855051e-07 -1.360480281482050875e-07 2.766586861709861356e-07 3.296150417067159511e-08 -1.101268821484827576e-07 4.930963584670433382e-08 1.302835665120845757e-08 -1.100295803265040680e-07 4.999296248170485532e-08 1.543879208888583424e-08 -5.456027911887451000e-11 -3.260577390538660676e-08
-1.251819816086868433e-06 2.479230476671983245e-07 -1.871544242074910294e-07 -1.824617775945481434e-07 -2.285162003140688754e-07 6.012636636692330008e-08 -2.865666440066031050e-08 -5.401323766723815525e-08 -6.753975766233399842e-08 4.499723717276309180e-08 -1.435433496549647017e-11 2.063517521034925576e-08
-2.813318806255531369e-07 1.168869250914147593e-07 -4.281291045740004017e-08 -1.198154972463519830e-07 4.343211515967602219e-08 -1.475353378810389168e-08 -7.658036793604992537e-08 1.043621030900848075e-07 -2.297590225819228050e-08 3.424059113005551893e-09 3.336583662630203398e-08 -2.881670905558091145e-08
-4.981070885045575450e-07 -1.231905328422874758e-07 -5.306835392311912351e-08 5.818110506493683498e-08 -1.769486260265768747e-07 1.366991554225805073e-07 -1.817154332653272527e-08 6.922342891466936320e-08 1.141485353932665573e-08 -6.887004934446695146e-08 4.327940447875604131e-08 -3.538300964267957121e-08
6.015359103464419928e-07 9.779435281160407547e-08 1.041464593896535347e-07 -2.255992309901537564e-08 5.747000372893477183e-08 -2.006948248612406428e-08 -1.230355208471076416e-08 -7.266826967017361004e-09 3.029491909535285298e-08 -3.891198548673876447e-08 -2.506179054117281398e-09 -8.297523347520464589e-08
-2.199219433561805643e-07 -2.170693280464694402e-07 -2.574141320823510648e-07 1.210359352751874009e-07 1.437836179508879474e-07 -1.477887793714841328e-07 -1.796922944549232903e-07 2.368727266247784485e-08 -1.083349764549715476e-07 -9.393301976997318607e-08 -5.835320615634663772e-08 -8.135387576434299521e-08
-4.464031312223305869e-07 2.648418535650761464e-08 2.328096944874223102e-07 -2.311940878325127810e-08 -3.134091134227914651e-09 -1.117611156336598265e-07 -8.059243601800044736e-08 -8.474377351191397495e-08 -7.396436263818896967e-08 3.201422016396203569e-08 -1.359649037258836338e-08 4.707108417986604220e-08
7.015137700115131402e-07 4.483207191882831368e-09 2.340284684763047182e-07 3.029160109695248242e-08 2.108612159060114117e-07 -2.280210437434149746e-08 -1.696966701990432348e-08 -9.588817930846480125e-08 -6.101626280345084991e-09 2.731064510024387257e-09 3.020607543842641083e-08 4.734171309563571655e-08
-2.769394100039771580e-07 1.461668384977399483e-08 1.619367801093994258e-08 8.823013468601862753e-08 -1.100145496110374727e-07 -8.125235427640805854e-08 1.186629659336576707e-07 -6.893139421510324618e-08 -5.806507859177919391e-08 -1.336878745001544715e-07 -4.211695817983877864e-08 1.095051835435351947e-07
1.115739926524221445e-06 -3.661405750799599529e-07 -3.517320647416757168e-07 -5.455511489334727060e-08 -2.301925296090035740e-08 3.836590537014065314e-08 -1.172854218767563123e-07 -7.422780316413376361e-10 -3.929478227413496609e-08 8.911486500927359553e-08 2.499545459845383645e-08 -6.518995028836856255e-08
