# Each row is C_{\ell}^{kg} between 2MPZ map and 100 Planck simulations 2015
1.808779848343231626e-06 -1.355538782777266711e-06 1.004087226702560926e-07 -3.571938794800029832e-08 -3.445193445630203317e-07 -5.135737249897194273e-08 2.129392301319433204e-08 -2.909355706785630246e-07 -1.624893263098476280e-07 9.850682842250242431e-08 -4.943590831587100422e-08 -1.861653867078026183e-07 -9.354742008624702422e-08 -1.363890134667193482e-07 5.056020702804806726e-08 -1.552658366226665682e-07 3.170496762134928141e-08 8.049456704925667129e-08 2.034431034574970338e-08 1.044216739135449904e-07 4.242133857464820319e-08 -1.693772044986576075e-07 -4.713540052126389045e-08 1.020237173897415974e-07
4.336287619681008003e-07 -5.644576648263885671e-08 -6.852793748612956701e-07 9.228544473807539821e-08 3.430249820198495061e-07 -2.590818835283660922e-07 -1.272281681716746592e-07 -1.984853762844319507e-07 -1.068486381978424680e-07 -1.880412344105853953e-08 -2.795807399698835289e-08 -1.296265239947267637e-07 -1.032679914954866289e-07 6.015990202448195795e-08 -2.141193599327996572e-07 4.289663794440448196e-09 -3.258452250060839988e-08 2.579195435976638396e-08 -8.267268339690845897e-08 3.582359913616703626e-08 1.114986450353015612e-07 6.218646816820203125e-08 -2.594393430447011164e-08 3.129905421364687401e-08
-2.991508125604172302e-07 5.074305143150127674e-07 -2.387337314308442110e-07 5.639882683494532894e-08 -4.811220401916311968e-07 1.710441252965542383e-07 3.762045912930342491e-07 7.662115038394045712e-08 9.533284842091571381e-08 -1.348330290011807901e-07 -1.623942119512583820e-07 -1.753235027715657351e-07 -2.058555487119709385e-07 1.068062858913097931e-07 -8.316504880279959567e-08 3.982926672233514327e-08 -1.268057854809256586e-07 5.976440078925459335e-08 -7.058630030873152399e-09 1.281441324482389185e-07 -2.573267789631402803e-08 -1.024247073398345037e-07 7.930315809862454215e-08 2.128250360118635168e-07
-8.854532014038243298e-07 -8.070633989773934021e-07 -7.259755825166742765e-07 -1.364523872949838404e-07 -6.987053749918006077e-07 1.789281311161235563e-07 2.524870696380056126e-07 8.333382001125172675e-09 -1.799329289596566159e-08 3.937009571013206276e-08 1.011792343861004715e-07 -4.724603040456307379e-08 1.196943704338530865e-07 -2.151156037252742585e-08 5.950058201784641873e-08 5.156760372929086584e-08 -8.421721755685518127e-08 -1.483896357859454275e-07 -1.689896666616572449e-08 1.287012824621025295e-07 -4.988792032178854367e-09 -2.056368873983237590e-08 4.092827335401731471e-09 1.054653595613502975e-07
7.533561024297266667e-07 8.158884693316572201e-07 8.823860343925069830e-07 -1.207735423269168159e-08 -2.556460548553396627e-07 -2.398668983524664107e-07 -3.014650399432843872e-07 -9.129740929338812696e-08 -5.198558512048669441e-08 1.909287874503561653e-07 9.014577102061479188e-08 8.679287696902622415e-09 2.066649444388553470e-08 -1.832510279096656302e-07 4.080038751506093815e-08 8.329670399533104154e-08 1.198056862049949236e-07 2.224963470443428538e-08 1.247018324339564458e-07 -4.864106202248444840e-08 2.158162735681357649e-08 1.599192745856957599e-07 -5.636677842020039072e-09 1.799132646687808019e-07
2.249584099991465350e-07 -8.503910748467426912e-07 2.314542190976712131e-07 3.103008599447291038e-07 -1.868108064829375310e-07 -1.456734820421987695e-07 1.481666975701970287e-07 1.439859974782470232e-07 -2.791270291683984693e-07 -1.638739111541305590e-07 3.162321014553135658e-08 -1.257657592423865398e-07 -1.056471295617615525e-07 -1.230564207698853635e-08 1.698607403292441927e-07 -1.196147041608509753e-08 -9.223548982627543089e-08 -2.233219742530984023e-09 -9.525356955562489245e-08 -1.509923413948024265e-07 -4.649400364370450501e-08 9.314362907804898501e-08 -9.753035841263890510e-08 1.136947911751891076e-07
1.151227578201896201e-06 1.318280314164735941e-06 -6.599029463532584977e-07 2.032505326250790487e-07 -2.818838878144605055e-07 -1.363347925064538596e-07 -1.995788381776817155e-07 2.500181822270941200e-07 1.271585365336231219e-08 -1.567401466565300886e-07 -1.289645539738425511e-07 -9.869966646310454013e-08 -4.663780304720522277e-08 -1.097856279048636169e-07 1.432481363778985029e-10 8.612663733820577123e-08 5.668074107453233811e-08 -1.196870104430711175e-07 -1.442250383912526594e-07 1.141971596629489257e-07 -9.532637490266571010e-08 2.536171991126270273e-07 -6.945355275512464193e-08 3.559392103807951651e-08
3.546187839425431260e-07 1.542241631437280453e-07 2.321952015254739720e-07 -1.351274105541304310e-07 -1.698462088941040615e-07 1.576372474473838967e-07 -3.457447990499662242e-07 2.000847521664252535e-07 -2.213252776336667662e-09 1.056361951285394464e-07 5.513454929240428562e-08 -3.272868937465229259e-08 3.212408583666925525e-08 -1.396348339967892680e-07 1.824137469614586147e-07 -7.176226137620510239e-08 -4.623261876801071421e-08 -3.439233244226415938e-08 1.598567320597771605e-07 2.916346962133553766e-08 8.023586026295518420e-08 -6.248110538366287118e-08 -5.731374388669225444e-08 7.257495338507780377e-09
9.292487833551013498e-08 -9.340592132453995712e-07 -3.111284191799941205e-07 -1.265022694160680462e-09 -1.642353282517311112e-07 1.717767277320100081e-07 7.686129497013772166e-08 6.310416892985976729e-08 2.464737341746258562e-08 8.539458253553599571e-08 -2.669388144409330849e-08 2.719668945291429400e-07 9.499206750309729628e-09 9.433979879965554059e-08 3.100114634915646467e-08 1.690078580545677300e-08 1.777480938552934287e-07 1.223419780867009765e-08 4.262473305818772119e-09 -9.179257749808128124e-08 4.454288713129433299e-09 -5.840584507271478139e-08 7.930765419632909499e-08 -1.853055392116286081e-08
-7.299690311103634133e-07 -1.382076980382136163e-06 1.010603476407718693e-06 9.208158656388655923e-07 2.335023974221882262e-07 -1.074613625689648964e-07 4.477035250888176058e-08 1.246002625141164029e-07 -1.775410263271504912e-07 -1.505529773454659940e-09 1.946547444135058572e-07 1.968976211154306281e-07 2.643411624809381703e-08 -8.650652205618310791e-08 1.058445161254300653e-07 -1.551079539502614381e-07 4.651708735355338870e-08 9.924568374152563889e-08 7.328852606541077249e-08 8.527714025624342271e-08 1.238436647517533138e-07 1.207197340927482280e-07 7.132058268971801745e-08 4.033754689726318670e-08
