# <C_{\ell}^{kg}>_MC averaged over MC simulations
1.400000000000000000e+01 3.113269136340728579e-08
2.400000000000000000e+01 6.454313513485812658e-09
3.400000000000000000e+01 6.551965727121909630e-08
4.400000000000000000e+01 8.917864280554024992e-08
5.400000000000000000e+01 -1.353463612947130197e-08
6.400000000000000000e+01 -1.929135812539634285e-09
7.400000000000000000e+01 -2.279946358009754734e-09
8.400000000000000000e+01 2.844702158603109675e-08
9.400000000000000000e+01 -1.667684994562150342e-08
1.040000000000000000e+02 -2.155158630488919544e-08
1.140000000000000000e+02 -1.032958715164490119e-09
1.240000000000000000e+02 1.085788215381952468e-08
1.340000000000000000e+02 1.165489650992020758e-08
1.440000000000000000e+02 -1.577485577819480205e-08
1.540000000000000000e+02 -1.572129970127789581e-09
1.640000000000000000e+02 -1.751542930935723372e-08
1.740000000000000000e+02 -1.173083235994644779e-08
1.840000000000000000e+02 -2.140588232926528324e-09
1.940000000000000000e+02 -1.416545486562144320e-08
2.040000000000000000e+02 1.276228230515672274e-09
2.140000000000000000e+02 1.384961073049981753e-09
2.240000000000000000e+02 1.061660436927679615e-08
2.340000000000000000e+02 6.501502240591920093e-09
2.440000000000000000e+02 9.624255033717646220e-09
