# <C_{\ell}^{kg}>_MC averaged over MC simulations
1.400000000000000000e+01 2.827492941872957340e-08
2.400000000000000000e+01 5.635679025528707193e-09
3.400000000000000000e+01 6.535876510985434098e-08
4.400000000000000000e+01 8.853273709878556317e-08
5.400000000000000000e+01 -1.321408944320361571e-08
6.400000000000000000e+01 -3.208273266328159751e-09
7.400000000000000000e+01 -3.053449855119690049e-09
8.400000000000000000e+01 2.681377221475460382e-08
9.400000000000000000e+01 -1.672704006969412336e-08
1.040000000000000000e+02 -2.170325437904827366e-08
1.140000000000000000e+02 -3.012231217172178650e-10
1.240000000000000000e+02 1.104441209327846121e-08
1.340000000000000000e+02 1.158798317703297514e-08
1.440000000000000000e+02 -1.521281947960858740e-08
1.540000000000000000e+02 -2.115152232127334712e-09
1.640000000000000000e+02 -1.773367167048717653e-08
1.740000000000000000e+02 -1.114744055439409538e-08
1.840000000000000000e+02 -2.782054875762954408e-09
1.940000000000000000e+02 -1.459990273202539802e-08
2.040000000000000000e+02 1.724929300669627462e-09
2.140000000000000000e+02 9.239412750834778363e-10
2.240000000000000000e+02 1.020924062870294845e-08
2.340000000000000000e+02 6.892569502142139042e-09
2.440000000000000000e+02 9.224021949867419451e-09
