1.900000000000000000e+01 2.032859533104471886e-06 9.138255197625100395e-07
3.900000000000000000e+01 1.193139567529421552e-06 4.400417863166231211e-07
5.900000000000000000e+01 3.677378696680005514e-07 2.708281956168759513e-07
7.900000000000000000e+01 2.716854503805870754e-07 1.911600219614837703e-07
9.900000000000000000e+01 2.678222258466587670e-07 1.580690534245631329e-07
1.190000000000000000e+02 1.889792210394921653e-07 1.373429233772103203e-07
1.390000000000000000e+02 2.348417539927714081e-07 1.163837077231863155e-07
1.590000000000000000e+02 1.543010665434088531e-07 1.079797784550946363e-07
1.790000000000000000e+02 7.605731926386635029e-08 9.986351836926933242e-08
1.990000000000000000e+02 4.842453160961394448e-08 9.595605422922015166e-08
2.190000000000000000e+02 -4.889605533364197085e-09 9.209529069747382034e-08
2.390000000000000000e+02 9.486568526607735405e-08 8.910618398943187074e-08
