1.900000000000000000e+01 2.556827788592338110e-07 2.515559224820782548e-06
3.900000000000000000e+01 1.425036966840408898e-06 8.156203032321623418e-07
5.900000000000000000e+01 3.515312226439803142e-07 4.688934301072313139e-07
7.900000000000000000e+01 2.372948361714991536e-07 3.147690341423143419e-07
9.900000000000000000e+01 3.082204019452006929e-07 2.522471597319845548e-07
1.190000000000000000e+02 1.557950850782910340e-07 2.100032877547545178e-07
1.390000000000000000e+02 1.748736714624726628e-07 1.755629490500886271e-07
1.590000000000000000e+02 2.974114790892768285e-07 1.579832988839844038e-07
1.790000000000000000e+02 2.006124229514313583e-09 1.486385850770016097e-07
1.990000000000000000e+02 -4.084252072761648512e-08 1.461826055078402737e-07
2.190000000000000000e+02 -1.032091298409210348e-07 1.393357661918020836e-07
2.390000000000000000e+02 5.773232667615308471e-08 1.433543251721871228e-07
