1.900000000000000000e+01 3.666506919801498787e-03 2.366276604490396109e-04
3.900000000000000000e+01 6.724429610688717127e-04 3.162531861033230691e-05
5.900000000000000000e+01 3.172935382369262329e-04 1.286355141954172672e-05
7.900000000000000000e+01 1.860841217507640006e-04 6.859556443177530492e-06
9.900000000000000000e+01 1.351471006355861126e-04 4.683315110862428281e-06
1.190000000000000000e+02 9.907392134452742342e-05 3.400524812685780424e-06
1.390000000000000000e+02 7.955615050742447110e-05 2.664857456691644685e-06
1.590000000000000000e+02 5.983512555382064171e-05 2.049477027512896046e-06
1.790000000000000000e+02 5.667908363222986178e-05 1.885488164269082715e-06
1.990000000000000000e+02 5.218305540822198806e-05 1.705571727628416348e-06
2.190000000000000000e+02 4.575343204715122294e-05 1.483771753924651881e-06
2.390000000000000000e+02 4.396381850003880907e-05 1.460567409602633746e-06
